,author,text,likes,published_at,Unnamed: 0
3252,@tobiasilabonga5067,Partello ako na vibe sana😂😂😂😂😂😂,0,2025-07-30T10:00:14Z,
3253,@bonaventurengii,"The guy is intelligent, quick-witted &percepted; kudos🎉",0,2025-07-30T09:46:50Z,
3254,@vinayodo4495,Mmi kwanzi siskii hii lugha,0,2025-07-30T09:27:43Z,
3255,@Iannoh_codm,mnipee username zao😂,0,2025-07-30T09:22:42Z,
3256,@guzmandulamkali6810,wedding ime cost 500million weeeh 😂😂obinna hizi ni vitu una faa kucut pliz 😂😂😂,1,2025-07-30T09:20:51Z,
3257,@blessedwecline,😂😂😂,0,2025-07-30T09:13:57Z,
3258,@Lover_stone,barshosho massive,0,2025-07-30T09:03:14Z,
3259,@CatherineMutindi-x2j,Kama unawatch ukicheka 😅 piga like tukisonga,0,2025-07-30T08:51:39Z,
3260,@KK-yv9fl,Napenda maboy wa ghetto ubaya ni pesa hawananga so imagine huyu ako na pesa😊,0,2025-07-30T08:50:44Z,
3261,@CatherineMutindi-x2j,Kama unawatch ukichela piga like tukisonga,1,2025-07-30T08:50:19Z,
3262,@Cyberplus155,This lady is a gem bana,4,2025-07-30T08:48:59Z,
3263,@judytemo6523,Beautiful couple I enjoyed the interview ❤❤❤❤,0,2025-07-30T08:37:46Z,
3264,@eve.kalekye,"18.00 Kutamani utatamani,si rahisi😂😂😂😂😂 vibess💯",0,2025-07-30T08:35:31Z,
3265,@FireBoy77-f1k,Huyu siakue running mate wa Babu,0,2025-07-30T08:30:17Z,
3266,@bettymburu1606,Management of ground 😂😂,1,2025-07-30T08:28:56Z,
3267,@EstherNambozo-h4r,God fast prayer is the focus alafu piga bidi👏,0,2025-07-30T08:26:08Z,
3268,@sallyombajo7023,Aki Patelo si nimuongo😂😂😂😂,1,2025-07-30T08:22:40Z,
3269,@damarismaina839,"Waiting for someone to translate all the sheng on this video, 😂",0,2025-07-30T08:18:16Z,
3270,@arakanyaminde6784,ivo tu🫰😂,0,2025-07-30T08:14:36Z,
3271,@josejose3760,The most boring guests ever,0,2025-07-30T08:13:19Z,
3272,@standarddailytrends8367,Wapeleke huyu jamaa Rehab,1,2025-07-30T08:08:41Z,
3273,@LucyWambui-nx8yg,"Vile nime invest na hii relationship 
Msiwaroge ❤",0,2025-07-30T08:08:28Z,
3274,@prettyroseakatheblackestqu4958,I love this,0,2025-07-30T08:02:12Z,
3275,@sallyombajo7023,"Their so much to this couple than we know, a lot of theatrixx in the studio🤣. Nyinyi pia mjue kuficha white!",0,2025-07-30T08:00:27Z,
3276,@MJ-bd2mh,"This guy is so learned in life, 
He can make the difference.❤Patello to the 🌍",5,2025-07-30T08:00:16Z,
3277,@kimanianthony265,This is a psy op.,0,2025-07-30T08:00:14Z,
3278,@naftalimiheso249,"In short kijanaa ameekwa na mumama wa Harrier. Shosh Mbilia Bel. Izo mabati ameeka kwa meno zinamsumbua, anashinda amenyonya meno. Ati amesema ni majambazi wa mtaa?!",0,2025-07-30T07:59:45Z,
3279,@6ix9ine_editz1,Hatudai  madem maruchepe,1,2025-07-30T07:47:17Z,
3280,@sarahwangari4682,Handicap 8 is great gal,0,2025-07-30T07:45:38Z,
3281,@BoboDee-h1q,Kartelo akam aone msay apa amamulikisha,0,2025-07-30T07:43:57Z,
3282,@MORRISI-l3n5l,Obina u3lewi kitu,0,2025-07-30T07:38:52Z,
3283,@mutaidiane8091,Why do you look shy Obinna?,0,2025-07-30T07:38:06Z,
3284,@MORRISI-l3n5l,Wakenya bana 😂❤❤,2,2025-07-30T07:35:40Z,
3285,@isaackulei9356,the only OBINA show I have ever watched to the end,0,2025-07-30T07:31:30Z,
3286,@gracemuigai4037,Hawa wako high kabisaa. Aty 1st born 20 years😃😃😃😃,0,2025-07-30T07:12:21Z,
3287,@MasunIbrahim-r5o,Atii 500M hyo ni uwongo 😂,0,2025-07-30T07:11:43Z,
3288,@sadamdamxa3309,Obina i want you to host a muslim shekh name idris from kibra we want him to tell us about uridhi ya mtoto wa nje ya ndoa,0,2025-07-30T06:48:16Z,
3289,@theroyalfamkisieros8114,Where is this money coming from?😂😂😂😂,1,2025-07-30T06:43:32Z,
3290,@BoboDee-h1q,Obizzy na wewe ushinde apa ukifuata Amberay badala utafute Diana wako mwenye mang'ondo,1,2025-07-30T06:42:16Z,
3291,@CaroKwamboka-r7p1p,❤❤❤❤❤,0,2025-07-30T06:37:39Z,
3292,@Tucansyd,"The guy is very masculine, most men get upset with women for choosing bad boys but the reason women choose bad boys hata gang members is that the exude masculinity, leadership and they are very loving, provider mentality Pia hata Kama hana a corporate job. But patana na hizi sampuli ingine ego iko high no leadership and a true leader knows he’s in charge hawa wana clue 😂 nko Australia rusheni mawe 😂😂😂😂",0,2025-07-30T06:34:23Z,
3293,@NereaAtieno-l9f,As long as they're not thieves😂....wamenibamba😅,0,2025-07-30T06:32:13Z,
3294,@sadamdamxa3309,Mendoza queen of the south,0,2025-07-30T06:31:52Z,
3295,@daisycherotich1359,Obinna you are the best😂😂😂,0,2025-07-30T06:30:47Z,
3296,@jumajohn6650,"Ukishasikia online work.
Jua tu ni washwash",0,2025-07-30T06:25:48Z,
3297,@mulongo-78,Anyone else who is just going through other people's comments like me here...🤚🤚,1,2025-07-30T06:24:44Z,
3298,@hammatonnjue5429,One thing na life ukionyeshana meno kwisha wewe. Mziza ni msmart uyu anaku shapre ya livity ukijua God alafu ujijue,0,2025-07-30T06:17:12Z,
3299,@gladysmureithi1809,Obina leo umepatikana....,0,2025-07-30T06:12:10Z,
3300,@judymutisya7721,Obina tuletee Prezzo Moulding from Ukambani,0,2025-07-30T06:04:27Z,
3301,@virginiahwamahiu7312,The gal is 29 do she for a bay at 9yrs and the hubby was 6yrs .What a beautiful love story,0,2025-07-30T06:02:26Z,
3302,@tonnymawejje2644,And finally chuom mbaya ndio zao😂😂 no sugarcoating can hide the truth about the kind of hustle carried out by patello na mbongi yake in the wee hours of the night on the streets of Eastlands,0,2025-07-30T05:57:24Z,
3303,@katrinanie9989,He owned the interview,1,2025-07-30T05:56:52Z,
3304,@tommyleekeylong2894,Mgenje,0,2025-07-30T05:44:17Z,
3305,@Karimi_njagi,Nani amerudia  kuwawatch on Wednesday morning tukingojea zabe with kartelo and obbinna jioni😂😂😂❤❤❤,44,2025-07-30T05:38:57Z,
3306,@joseymriti022,😂😂bois ni vibe...alafu huezi kuwa fan wa mancity na Arsenal😂😂,0,2025-07-30T05:38:52Z,
3307,@tonnymawejje2644,Dee hapa anajiskizia vile obinna analishwa mauongo na haezicheka 😂😂😂,0,2025-07-30T05:35:29Z,
3308,@marymayoli5873,Interview and half💪🏾💪🏾💪🏾 with  patience and good vibes.🤣🤣 Never charge a book by the cover.👏🏾👏🏾👏🏾,0,2025-07-30T05:31:54Z,
3309,@tonnymawejje2644,Hustle ni gani ....that question hits so hard on this man 😂😂😂,0,2025-07-30T05:30:14Z,
3310,@katrinanie9989,I love the lies,0,2025-07-30T05:26:17Z,
3311,@Nyowiti,Subtitles for us who don’t understand the lingo…😢,0,2025-07-30T05:21:01Z,
3312,@elizabetholuoch2136,Mapenzi real mapenzi posh watu real,0,2025-07-30T05:13:00Z,
3313,@DorisKwamboka254,Mapenzi ya getto ni 💯 really not faking you can clearly see even the weeding kama itadumu itadumu simple 😂❤️❤️❤️❤️🔥,1,2025-07-30T04:56:32Z,
3314,@dorineanyika1182,Partelo anatoa lock mos mos...very composed ..@dee...wife material...ametulia tuu jatelo aongee,2,2025-07-30T04:54:11Z,
3315,@lilianjepkogei2351,Nimewatcha  kumi❤❤❤❤❤❤❤❤,0,2025-07-30T04:43:33Z,
3316,@jacklineochenga2948,Dee ana kiereere naobina utueke full video ya arusi,0,2025-07-30T04:26:07Z,
3317,@Ruth-z2z9l,The fact that madem na nguo zao za takataka hawakualikwa😂😂,1,2025-07-30T04:14:25Z,
3318,@jannynngunjiri1879,This woman is very beautiful and very very old.  Ni Mjaja si Mnyamavu,0,2025-07-30T03:48:32Z,
3319,@jeffoukoh9559,The lady is clearly not 29...,0,2025-07-30T03:29:32Z,
3320,@gracenyokabi-h5l,Lakini bibi hayuko 29 ako 35 hivi😅😅😅😅,1,2025-07-30T01:56:10Z,
3321,@christineKausi,Hii nayo nimependa mbaya 🥰🥰🥰😍😍one love,0,2025-07-30T01:52:56Z,
3322,@maryamkopa4540,bibiharusi anaka mzee😮,0,2025-07-30T01:50:30Z,
3323,@starkivisitv,Gangsta love,0,2025-07-30T01:06:36Z,
3324,@peterochieng1565,DEE THE BOSS LADY 😂,0,2025-07-30T00:37:00Z,
3325,@nancyomenta9531,"Niko hapa Leo, Dee ajoki miguu hata anyoroshe naona ame tip toe from start to mwisho😢",2,2025-07-30T00:27:10Z,
3326,@njokiantony8482,"Dee shes a queen  letting the man be the man, feminist of her best,",1,2025-07-30T00:22:04Z,
3327,@Leleikjl,Mama mzee,0,2025-07-30T00:19:36Z,
3328,@Cate.979,"Watu wa 29years hatujazeeka ivo,,,aiiiiiii😂😂",1,2025-07-30T00:05:24Z,
3329,@misbees,I admire his confidence but ananipea El Chapo vibes 🤣,1,2025-07-29T23:43:40Z,
3330,@phinenjugush8384,First time watching obinna show cz of this love birds wana vibe,1,2025-07-29T23:43:40Z,
3331,@perismutheu3270,Huyu dem ni kama aliambiwa akiongea ufala kwa show watakutana kwa hao😅😅😅😅😅😅,1,2025-07-29T23:42:50Z,
3332,@BlessedKenyan_555,His eyes have such sadness. He looks like he's drinking to numb a deep pain,9,2025-07-29T23:39:42Z,
3333,@GoodWoow,Mara yng y kwanza kuwatch  nmependa sn hii couple mungu awadumishe mdumu pamoja mpaka uzeeni inshaallah bibi mpole bwana ana akili mashaallah,1,2025-07-29T23:19:20Z,
3334,@Kelvin-s8p,Bomboclat 😂😂😂Vile Omena huwa inaslap usubuhi Acha tuu,2,2025-07-29T23:08:18Z,
3335,@XavierLarry-u2w,I like how partelo anajibu hizi maswalii....the fact that amesema Omba is the main then bidiii...I love that🙏,8,2025-07-29T23:05:54Z,
3336,@mumbikimani422,Nitaftieni bad boy aki. Hii mapenzi ya kijana wa Kiambu itanimalisa priis😅,2,2025-07-29T22:51:45Z,
3337,@raymondkiplangat1989,"Thot ilikua content,,,all the best newbie's 🎉🎉",2,2025-07-29T22:43:26Z,
3338,@trizakare13,Obinna ulitaka kuuliza Dee stupid questions ukazimwa very fast 🤣😂🤣🤣,7,2025-07-29T22:31:47Z,
3339,@y1i2n3,I love dees voice...👌🏾,1,2025-07-29T22:06:45Z,
3340,@ashleymwendwa8210,29,0,2025-07-29T22:04:46Z,
3341,@VictorWambua-e9r,Obina niny iyo umepitisha saviet ikapanguzwa😂😂kijana alikua chaves mbaya,1,2025-07-29T22:02:22Z,
3342,@NeystaCollins,The ghetto love 🔥🔥🔥🔥,1,2025-07-29T21:55:52Z,
3343,@mayaGael,maheniii,0,2025-07-29T21:49:53Z,
3344,@alicemwangi3402,Very funny character 😂😂,0,2025-07-29T21:47:47Z,
3345,@jaredwere2789,👊👊,0,2025-07-29T21:36:19Z,
3346,@zainabjuma5211,"Now this is what freindship is called,morio wake wanajua all the lyrics na hii inaosnyesha how true they are to patelo,this are real freinds",2,2025-07-29T21:35:17Z,
3347,@koffie8349,🔥🔥🔥🔥🔥🔥🔥🔥,0,2025-07-29T21:34:11Z,
3348,@SylviaOjode,May Almighty God bless this couples to stay  forever ❤🎉🎉,1,2025-07-29T21:32:27Z,
3349,@gabrielokelo2398,Obina leo umejipata😂,0,2025-07-29T21:26:19Z,
3350,@mayaGael,29 zii dem wa 30 shingo huwa imepigwa pasi bado,0,2025-07-29T21:25:32Z,
3351,@ericksonkilumo7357,Some ppl make relationships look..nice,0,2025-07-29T21:21:40Z,
3352,@JoyceKymany,Movement ni jamu..🤣🤣🤣,0,2025-07-29T21:18:09Z,
3353,@mayaGael,kadem kametulia😂😢,0,2025-07-29T21:14:56Z,
3354,@JoyceKymany,Obinna no fake love,1,2025-07-29T21:14:24Z,
3355,@realmarther2620,"May true love locates us guys❤,this is beautiful to watch,love Iko ni sisi we choose the wrong people.",2,2025-07-29T21:12:11Z,
3356,@LucyBolo-c8d,"My first time watching Obinna show,these two beautiful souls brought me here.",3,2025-07-29T21:01:17Z,
3357,@collinsododa3531,You may be surprised Dee is the leader and the queen of this park..,8,2025-07-29T20:54:38Z,
3358,@martingichovi3195,Politician on top ni babu.,1,2025-07-29T20:54:27Z,
3359,@TatyanaNolari,Shes 45 + but doesn't matter shes beautiful and love wins,1,2025-07-29T20:50:29Z,
3360,@Ayozeh00-wm3ni,Ruto must go,0,2025-07-29T20:45:40Z,
3361,@frankkalonzo9229,"The more you dig into the question, the more you get confused🤣🤣... noma hii. anyway, guys mnifollow",6,2025-07-29T20:44:44Z,
3362,@CatherineNjeri-m4n,"I think this cant speak untill under influence of drugs,the are drug users",1,2025-07-29T20:44:10Z,
3363,@nymmoh1694,Hio wedding walikua wanaimba kila mtu songs zake alafu wanacombine gospel wakidhani ni za mapenzi😂😂...,1,2025-07-29T20:44:01Z,
3364,@kimanidavid83,Hey oga obina l love this Guy ❤❤❤❤❤❤❤❤❤❤,0,2025-07-29T20:42:58Z,
3365,@pittmoh5625,Hii interview nayo imetuchanganya nayo si siri.,0,2025-07-29T20:41:02Z,
3366,@gww-px8vc,Maids walikua secret service 😂😂,0,2025-07-29T20:36:07Z,
3367,@JacklineMuhonja-o2v,wale wenye tuko tunawatch saizi 😂😂yaani now piga like tukisongaa macuzo,23,2025-07-29T20:24:55Z,
3368,@mohamedjumatajir8760,🔥Hii n Top🔥,1,2025-07-29T20:17:16Z,
3369,@mercymugure8038,Pattelo hapo anatudanganya sasa,0,2025-07-29T20:12:27Z,
3370,@Poly_stamp,"Who noticed when counting his chains he was told ""kata tenje"" and he immediately stopped counting",4,2025-07-29T20:12:05Z,
3371,@monics2671,"Ii nayo ni kali...the more you dig in the more you get confused weuh😂😂😂...
Mnipee likes bana",0,2025-07-29T20:10:44Z,
3372,@tabithamuthoni7942,"This is a gentleman very high IQ, He is a leader, Dee is sweet  they are just perfect. Awesome 👌  respect Patello",66,2025-07-29T20:07:23Z,
3373,@Annelmayumi,"Sijai watch Obina show,,,but partelo and Dee brought me here😹😹😹😹😹😹Wako na vibe ajaab😹😹Beauty with brains I just love Dee for sure😊😊😊",1,2025-07-29T20:06:42Z,
3374,@maryndunge7702,Wishing this entire family all the best 🔥🔥🔥🔥🔥,0,2025-07-29T20:06:01Z,
3375,@mwangigrader654,😂😂😂😂 makushùndù chura,0,2025-07-29T20:01:15Z,
3376,@PhaniceRenja,Bado nko apo kwa Mchele na kebab😅😅,0,2025-07-29T20:01:09Z,
3377,@suemuithya7648,"""Madem zao ni machura"" na bado wanashangilia😂😂😂",0,2025-07-29T19:59:48Z,
3378,@shopwithceci6045,Do them justice and tag their music  and their pages,0,2025-07-29T19:49:45Z,
3379,@kimkeith825,500 million ni crazy😂,0,2025-07-29T19:48:22Z,
3380,@tiktokgossip891,The guy is smart n very mature….opposite of what most of us expected,2,2025-07-29T19:44:01Z,
3381,@wairimunyabuto268,Nani anataka tupendane kama hao na tuhepe maswali za Obinna,0,2025-07-29T19:43:55Z,
3382,@Annelmayumi,Wale tunawatch Leo mnipee zangu Kumi na mnifollow 😹😹😹😹,0,2025-07-29T19:43:12Z,
3383,@terryscoffer,Watching this on a Tuesday after kupoteza kazi😢,1,2025-07-29T19:39:26Z,
3384,@mosesmukui466,Naskia Kunyooora...🤣🤣🤣,1,2025-07-29T19:38:43Z,
3385,@ephraimgithae,"I have changed the perspective I had for this guy..
Uyu jamaa ni mnisa🔥🔥😂
Never judge a book by its cover..
The advice he had for goon Z ..this guy iss good",13,2025-07-29T19:32:56Z,
3386,@mariamuthoni,We hii ni nomah niliigia ikiwa 350 nimemaliza ikiwa 363hii naona ikifika million wah,2,2025-07-29T19:32:32Z,
3387,@vickyodera5722,I wonder what the lady is thinking about. Like damn 😂😂😂😂,1,2025-07-29T19:29:14Z,
3388,@susannmoses4773,"Obinna,Bring them to VIPINGO RIDGE 😅❤👏🏻",0,2025-07-29T19:27:19Z,
3389,@vickyodera5722,Part ya 500M got me on the floor!!!😂😂😂😂😂,1,2025-07-29T19:24:55Z,
3390,@CleoKaka948,I thought ni sister ya Michael Jackson after plastic surgery.,0,2025-07-29T19:24:38Z,
3391,@dudev77,kra mambo vipi,0,2025-07-29T19:23:00Z,
3392,@DennisOduor-y8k,"Omba,weka bidii,piga tizi💯",0,2025-07-29T19:19:52Z,
3393,@SpaterNaty,Huyu bangi zimepanda😅😅,0,2025-07-29T19:17:09Z,
3394,@JoyWambui-y4e,😂😂😂😂😂😂 weeeeeehhhhh weeeehhh 😂😂😂😂😂😂😂 aaaaaiii,0,2025-07-29T19:15:27Z,
3395,@JoyWambui-y4e,😅😅😅😅 aaaaiiiiii,0,2025-07-29T19:14:25Z,
3396,@SammyKaranja-o4w,🚨🚨🚨🚨🚨🚨🚨,0,2025-07-29T19:13:45Z,
3397,@kelvinkifoko5862,"I like how partelo lead his relationship like a man 
And how diana is submissive...❤",2,2025-07-29T19:10:37Z,
3398,@markkithi6530,"The best interview ever...
Big up partelo👊👊",0,2025-07-29T19:06:15Z,
3399,@EvelynNjoki-r1f,For the first time I'm watching obinnah live,1,2025-07-29T19:05:49Z,
3400,@RuthNjoroge-yq3el,Who is watching this now,0,2025-07-29T19:05:23Z,
3401,@wakivuio,"29mins, kazi kwa eabl, brand ambassador wa captain Morgan",0,2025-07-29T19:04:24Z,
3402,@rosetatu9610,Dee's left eye?,0,2025-07-29T19:01:37Z,
3403,@kikithablogger,huyu anatuona matako yake,1,2025-07-29T19:01:00Z,
3404,@User-c6h9x,THIS PARTELO MUST BE KARTELO'S DAD😂😂😂,0,2025-07-29T19:00:49Z,
3405,@mwangigrader654,True love ❤️,0,2025-07-29T19:00:12Z,
3406,@clementtyler3998,Partelo ako na uwongo zingine 😅😅😅😅😂😂😂 500million 😅😅😅😅😅,1,2025-07-29T18:59:19Z,
3407,@brianaywak1032,The movement,0,2025-07-29T18:45:32Z,
3408,@jamesmakau,mchele and kebab 😂😂😂😂,0,2025-07-29T18:43:29Z,
3409,@lyndawakoli1596,This guy is funny 😅,0,2025-07-29T18:41:02Z,
3410,@isaacmuthui2156,awesome. Obinna kudos you stuck to your lane in your questioning and to their desired qns and lifestyle,0,2025-07-29T18:36:12Z,
3411,@IsaacOgoma-m7n,❤,0,2025-07-29T18:34:23Z,
3412,@jenifferkariuki2746,Michael bouquet...all the waay..,0,2025-07-29T18:28:53Z,
3413,@NdettaBoyVEVO,Patello,1,2025-07-29T18:27:41Z,
3414,@joanmumo1352,Obina Nikona gift ya huyu msee,0,2025-07-29T18:24:17Z,
3415,@ronesta1,Captain ..... Morgan,0,2025-07-29T18:24:10Z,
3416,@keithodondi8546,Mdem ni cartel mbaya trust me,0,2025-07-29T18:21:44Z,
3417,@BAFAELLO,Amazing one❤❤❤❤❤,2,2025-07-29T18:21:38Z,
3418,@YvonneGomez-e3d,"Partelo amefanya genzi wakue na presha, na venye tulikua tumesare stori za wedoo🥴😏❤️",1,2025-07-29T18:20:11Z,
3419,@Autismsmiles,I like how he expresses himself 😅,0,2025-07-29T18:19:49Z,
3420,@carencmalel2026,"Sonko alianza his leadership hivi, ask me, he was our Mp Makadara,huyu boy sitakuwa surprise akiwa Governorsiku moja,",1,2025-07-29T18:18:45Z,
3421,@joanmumo1352,The main character hapa nimeget ni the More u dig in the more u get lost,1,2025-07-29T18:18:12Z,
3422,@Mc_kov_247,🔥🔥🔥🔥🔥,0,2025-07-29T18:13:06Z,
3423,@judywamaitha3770,Watu wanatoa wapi pesa🙉,0,2025-07-29T18:12:19Z,
3424,@joashkeya4812,"Harusi ya 500m na wameshindwa kutoa video ya ngoma...anyway, mara ya kwanza maji na mafuta kuchanganyika😂😂",0,2025-07-29T18:07:36Z,
3425,@passlinemedia6657,"Vile Tu husband yangu amesema , got me 😅😅😅",1,2025-07-29T18:06:58Z,
3426,@MosesMwakisha-fz2uu,Sipendi mtu unauliza swali then bado arudie Mimi .,0,2025-07-29T18:04:41Z,
3427,@jasperramadhan9240,Obinna hii interview ilikuwa inahitaji kartelo,0,2025-07-29T18:02:40Z,
3428,@passlinemedia6657,Dame Hana maneno mingi 😅,0,2025-07-29T18:01:20Z,
3429,@dismasmithamo8087,"500 what??
Leo nimeona interview meno yote ikiwa nje..😂",0,2025-07-29T18:00:47Z,
3430,@josephwachira-pt4sf,Huyu boiz siku yenye zitashuka ataogopa,1,2025-07-29T18:00:04Z,
3431,@faridawanjira3327,Hyo surprise ni poa lakini Obinna  leo ujanja wa nyani umeishia jangwani hakuna miti  hadi unaweka ring yako mfukoni,0,2025-07-29T17:59:52Z,
3432,@MosesMwakisha-fz2uu,"Prayer ,focus n work smart . Hapo Kwa hard Ni scam in some parts of the world",0,2025-07-29T17:54:54Z,
3433,@unchainedcivilian7526,He said 500m and didn't flinch,0,2025-07-29T17:52:12Z,
3434,@mwalimuivy8751,"Huyu akipatana na vinnie baite, kwisha sisi. Za jaba tu😊",1,2025-07-29T17:48:22Z,
3435,@Nyambu-b4e,Was really waiting for this interview 🤣🤣,0,2025-07-29T17:48:05Z,
3436,@wilsonngunjiri3242,Huyu patello anapenda chocha sana😂😂,0,2025-07-29T17:47:57Z,
3437,@bridgitmutuku992,"Hapo mwisho, karibu obinna ajikojee",0,2025-07-29T17:43:56Z,
3438,@kenjuseeitstopit6607,This guys might be satanic agents,0,2025-07-29T17:38:06Z,
3439,@gracevictorious3922,Is this a joke? That woman is old enough to be his mother!!,0,2025-07-29T17:36:29Z,
3440,@nancyngugi3118,This guy is very smart!,0,2025-07-29T17:35:48Z,
3441,@emilywanjiku9139,"I must say I like her composure,the smile and the eyes🔥",1,2025-07-29T17:34:07Z,
3442,@jinjaimanorajuu3235,Bana hiyo mahali ya age alichorea ki senior 😂😂,0,2025-07-29T17:33:03Z,
3443,@Raykelly-f9p,I hate drugs and alcohol 😢,0,2025-07-29T17:30:41Z,
3444,@Bonnie_Family24,Captain......Morgan,0,2025-07-29T17:28:25Z,
3445,@ExteaAcc,Najua studio inanukaa tu jasho lol,0,2025-07-29T17:28:25Z,
3446,@PaulineKanyoro,This two have won my heart!! I love crazy love...😘😘 May God bless this woman,3,2025-07-29T17:27:03Z,
3447,@educativealways,nani anawatch tuesday usiku. piga like,139,2025-07-29T17:26:09Z,
3448,@thewilliams8699,Dee anapendwa manze she is always smiling😍along lilo 👌kumi na nne supuu😅,1,2025-07-29T17:24:31Z,
3449,@HopeAries-ha26,The lady giving queen of the south vibes Teresa....ooh i like her,0,2025-07-29T17:24:16Z,
3450,@NoelNelima-t4q,Wewe sioni kiti,0,2025-07-29T17:16:12Z,
3451,@blackbarbie227.,"Ama hata mimi nitafte ghetto boy juu uweeeh,huku kwa mabombe haileti😂😂😂",0,2025-07-29T17:14:49Z,
3452,@NoelNelima-t4q,Na mimi apa sioni kiti,0,2025-07-29T17:13:55Z,
3453,@meekyhommy9758,Nani anawatch leo Tuesday usiku akiwa kw Bed piga like apa,41,2025-07-29T17:13:17Z,
3454,@noven254,Apo kwa 29 ni uongo huyu anakaa 35😂😂,0,2025-07-29T17:12:05Z,
3455,@winniechepkosgei2499,Mnasemanga Story ya Jaba hapa nayo imenibeba na flow na 500m ajabu.,0,2025-07-29T17:10:12Z,
3456,@rosemoige7407,If this woman is 29 then am 10,0,2025-07-29T17:06:36Z,
3457,@TaliaShii-i1s1u,Cute couple❤❤❤❤❤dee you're a beautiful woman ❤❤❤❤❤❤❤nataka life kama hii ya dee na patelo,2,2025-07-29T17:05:14Z,
3458,@kennethmurimi369,"500m na anaangalia io side ingine..
ATI aje?? Ivo tu 😂😂😂 this guy is smart.. confuse the masses",0,2025-07-29T17:04:25Z,
3459,@VinnyMokua,Mapenzi legit😊,1,2025-07-29T17:04:05Z,
3460,@utukufugloria8393,😂😂😂hao watu ni 3500 😅or mimi naona zangu 🤣🤣🤣🤣,0,2025-07-29T17:02:40Z,
3461,@johnkahiro1669,Hi nayo ni moto nimewatch hadi mwisho,0,2025-07-29T17:02:37Z,
3462,@synthiawacuka2607,My reverse button has seen fire today 😹😹,14,2025-07-29T17:00:17Z,
3463,@vitechnologies65,Piga like kama unawatch sai,0,2025-07-29T16:59:17Z,
3464,@sylviaimbogo4260,😢😮😮😮😮😮,0,2025-07-29T16:57:09Z,
3465,@mulwash,The lady is old enough to be the mother to this guy...,7,2025-07-29T16:56:45Z,
3466,@neshmhumble,ati 500 M. wacha nisichachishee🤣 mwenyewe hajui anasema nini....,0,2025-07-29T16:55:52Z,
3467,@miriamnyabuto5867,"Obinaah ako na madharau sana walai, aki anadharau patelo walai",0,2025-07-29T16:51:51Z,
3468,@neshmhumble,walikua mtu three thousand and five hundred.,0,2025-07-29T16:49:13Z,
3469,@Nyakowaq,Vj Partelo is very smart. Great couple and crew too,0,2025-07-29T16:48:56Z,
3470,@miriamnyabuto5867,"I love how humble this lady is. 
Age is just a number. 
She's will make a good wife for real",4,2025-07-29T16:48:48Z,
3471,@Branan-n3j,Rich guy,0,2025-07-29T16:40:12Z,
3472,@MaryNjoki-sn1mc,"Huyo chali flani ya jale ya red weeuuuhhh,,,,,,noma sana",1,2025-07-29T16:37:56Z,
3473,@dunwilstone628,😂😂😂... This is show have loved and laughed all through..,2,2025-07-29T16:37:25Z,
3474,@kennethmurimi369,"Mlipatana wapi??

Mi na managingi ground 😂😂",1,2025-07-29T16:31:05Z,
3475,@WangwanaMusiqInc,@captainmorgan Patelo apewe endorsment sasa,2,2025-07-29T16:29:13Z,
3476,@newnotestv,Ivoo tuuu 😂,0,2025-07-29T16:28:30Z,
3477,@AlexKamunya-we7sk,Hii Couple inafaa kuwa inawed kila mwaka,0,2025-07-29T16:22:44Z,
3478,@RushydeeEmiky,The ending guys 😂😂😂😂,0,2025-07-29T16:21:37Z,
3479,@marcyjepkorir4926,Nimecheka nakufa😂😂😂😂😂,1,2025-07-29T16:20:45Z,
3480,@pankbabz2911,Mnadiglo mamorio wa me,0,2025-07-29T16:15:54Z,
3481,@alycbobo9896,😂😂😂😂 hii nayo obinna umewezwa,0,2025-07-29T16:08:04Z,
3482,@dennyosoko8075,This man haki anafanana na steve stevo ex wa Shiba mango yule steve ambaye alikuwa MCA wa Maxwel kwa pasta show,0,2025-07-29T16:05:11Z,
3483,@knightkemunto8356,Hadi nimekuja obina show for the first tym,0,2025-07-29T16:01:55Z,
3484,@Kenya-one254,Magushodo machura wangeleta negative energy na Wivu .....Shugli ni ya kibudaa wanawake ni wachawi wangekuja usororaji sio kujibamba !!!! Hao mamorio iliwabamba sana bila madem na inafaa Ivo,0,2025-07-29T15:59:30Z,
3485,@theheraldbroadcastingnetwo4836,"C -raisi....
Prayer mazee,bidii",0,2025-07-29T15:56:03Z,
3486,@odie254champ,Captain Morgan.. mmpatie kazi,1,2025-07-29T15:55:20Z,
3487,@qikydemecian3546,Mchele na kebab Bora iku nice😅😅😅,0,2025-07-29T15:53:20Z,
3488,@marymutheu9169,Wasee wengi wagetto ukuwa na true love bytha lkn juu watu uogopa kukuwa judged wanaacha 😂😂wenye tulijaribu hallooo,0,2025-07-29T15:48:38Z,
3489,@berraineortiz,kwani alichapa diana,0,2025-07-29T15:46:26Z,
3490,@HannahEghwa,The woman is so cool,0,2025-07-29T15:45:12Z,
3491,@quesubembe7481,I wish i was this free as a bird.,0,2025-07-29T15:44:17Z,
3492,@maryanroti_ch5976,500m na hacheki,0,2025-07-29T15:43:29Z,
3493,@HannahEghwa,First time huku,0,2025-07-29T15:42:42Z,
