"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","clean_text","confidence_score","created_at","id","label","language","lead_time","likes","predicted_label","published_at","text","updated_at" 
1097.0,1426,1433,"1","@samanthaboss7418","That was soo wrong for obina kukubali hannah kukam int l feel like anaside na haka kafupi",0.4478290677070617,"2026-02-21T14:13:59.948288Z",18260,"Neutral/Positive","Mixed",3.501,0,"offensive language","2025-05-06T10:39:29Z","That was soo wrong for obina kukubali hannah kukam int l feel like anaside na haka kafupi","2026-02-21T14:13:59.948288Z"
1098.0,1427,1434,"1","@hazelmukakaa","Kukua celebrity kenya ni kujitolea  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  og said",0.3270625174045563,"2026-02-21T14:14:03.695110Z",18261,"Neutral/Positive","Mixed",3.536,0,"irony","2025-05-06T10:38:44Z","Kukua celebrity kenya ni kujitolea 😂😂😂 og said","2026-02-21T14:14:03.695110Z"
1099.0,1428,1435,"1","@jacobronohkipz8705","1:34:20 this's where the show started  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.292458027601242,"2026-02-21T14:14:08.482073Z",18262,"Neutral/Positive","Mixed",4.576,12,"offensive language","2025-05-06T10:36:49Z","1:34:20 this's where the show started 😂😂😂😂😂","2026-02-21T14:14:08.482073Z"
1100.0,1429,1436,"1","@ChristineWambua-vm6mb","Huyo mwanaume ako unjinga mwingi sana ama ni utoto thinking_face ",0.6644819378852844,"2026-02-21T14:14:18.241979Z",18263,"Hate Speech","Mixed",9.51,0,"neutral or positive","2025-05-06T10:35:52Z","Huyo mwanaume ako unjinga mwingi sana ama ni utoto🤔","2026-02-21T14:14:18.241979Z"
1101.0,1430,1437,"1","@kaherasherry3008","Obi you could have protected your guest Hanna wasn't supposed to be in the interview to start with. Next time let's do better",0.2980599701404571,"2026-02-21T14:14:23.025328Z",18264,"Neutral/Positive","Mixed",4.567,0,"offensive language","2025-05-06T10:35:05Z","Obi you could have protected your guest Hanna wasn't supposed to be in the interview to start with. Next time let's do better","2026-02-21T14:14:23.025328Z"
1102.0,1431,1438,"1","@Joao-Felix7-F","Msee amejam na dem yake face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.4779690206050873,"2026-02-21T14:14:26.076543Z",18265,"Neutral/Positive","Mixed",2.826,0,"neutral or positive","2025-05-06T10:34:15Z","Msee amejam na dem yake😂😂😂😂","2026-02-21T14:14:26.076543Z"
1103.0,1432,1439,"1","@Elizabeth-j4o9z","May this kind of relationship never locate me face_with_tears_of_joy  loudly_crying_face ",0.3752384483814239,"2026-02-21T14:14:29.678503Z",18266,"Neutral/Positive","Mixed",3.398,16,"offensive language","2025-05-06T10:33:41Z","May this kind of relationship never locate me😂😭","2026-02-21T14:14:29.678503Z"
1104.0,1433,1440,"1","@josephkyalo9643","obinnas maturity is just on another level",0.3690422773361206,"2026-02-21T14:14:34.128509Z",18267,"Neutral/Positive","Mixed",4.25,27,"offensive language","2025-05-06T10:33:14Z","obinnas maturity is just on another level","2026-02-21T14:14:34.128509Z"
1105.0,1434,1441,"1","@zippyzippy9476","Mumesema results za kisii walituma an SMs",0.2885693311691284,"2026-02-21T14:14:36.968802Z",18268,"Neutral/Positive","Mixed",2.637,0,"neutral or positive","2025-05-06T10:31:29Z","Mumesema results za kisii walituma an SMs","2026-02-21T14:14:36.968802Z"
1106.0,1435,1442,"1","@TashaMildred-w5d","Confused generation  neutral_face ",0.5469937324523926,"2026-02-21T14:14:42.275175Z",18269,"Neutral/Positive","Mixed",5.106,0,"neutral or positive","2025-05-06T10:30:44Z","Confused generation 😐","2026-02-21T14:14:42.275175Z"
1107.0,1436,1443,"1","@bikoflavious2903","Obinna is loosing it ...what was the need of inviting Hawa Malaya kwa studio ..they are broke with no manners ,no carrer, nothing except their private parts 
Kwanza huyo Sabrina sijui sab chietha na huyo Hanna benta Bure kabisa",0.5455226898193359,"2026-02-21T14:14:48.831813Z",18270,"Constructive Criticism","Mixed",6.337,0,"offensive language","2025-05-06T10:30:11Z","Obinna is loosing it ...what was the need of inviting Hawa Malaya kwa studio ..they are broke with no manners ,no carrer, nothing except their private parts 
Kwanza huyo Sabrina sijui sab chietha na huyo Hanna benta Bure kabisa","2026-02-21T14:14:48.831813Z"
1108.0,1437,1444,"1","@Mwende00","Najua mnachukia Hanna,but she's kinda talking the truth  face_with_tears_of_joy  face_with_tears_of_joy  anyway, infection ni yao face_with_tears_of_joy  face_with_tears_of_joy ",0.3176996409893036,"2026-02-21T14:14:54.524479Z",18271,"Neutral/Positive","Mixed",5.49,0,"neutral or positive","2025-05-06T10:29:44Z","Najua mnachukia Hanna,but she's kinda talking the truth 😂😂 anyway, infection ni yao😂😂","2026-02-21T14:14:54.525476Z"
1109.0,1438,1445,"1","@GloriaJepleting-y2i","To this extent i know who has the kaswende grinning_face_with_sweat  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ogopa red face_with_tears_of_joy ",0.4270548224449157,"2026-02-21T14:14:57.235692Z",18272,"Neutral/Positive","Mixed",2.514,1,"offensive language","2025-05-06T10:29:22Z","To this extent i know who has the kaswende😅😂😂😂😂ogopa red😂","2026-02-21T14:14:57.235692Z"
1110.0,1439,1446,"1","@her_kamso","Hanaah benta anapenda issues that's why hatawaii endelea kimaishaa..hope apewe mimbaa atelier like yoohhh",0.3764951527118683,"2026-02-21T14:15:00.364088Z",18273,"Neutral/Positive","Mixed",2.885,0,"hate speech","2025-05-06T10:28:41Z","Hanaah benta anapenda issues that's why hatawaii endelea kimaishaa..hope apewe mimbaa atelier like yoohhh","2026-02-21T14:15:00.364088Z"
1111.0,1440,1447,"1","@AnnetteKaluhi","He he ati juu vile nimekaa.kaharufu Hannah",0.4079341292381286,"2026-02-21T14:15:04.165395Z",18274,"Neutral/Positive","Mixed",3.582,0,"neutral or positive","2025-05-06T10:28:20Z","He he ati juu vile nimekaa.kaharufu Hannah","2026-02-21T14:15:04.165395Z"
1112.0,1441,1448,"1","@shikokanjora1493","Huyu boy ni fala how can you fight a lady  smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes ",0.4195979833602905,"2026-02-21T14:15:08.234135Z",18275,"Neutral/Positive","Mixed",3.85,1,"offensive language","2025-05-06T10:28:19Z","Huyu boy ni fala how can you fight a lady 😊😊","2026-02-21T14:15:08.234135Z"
1113.0,1442,1449,"1","@BrukinaAlim","Obinna you are wise than this  y did you let Hannah come to the show.",0.3028483688831329,"2026-02-21T14:15:11.097369Z",18276,"Neutral/Positive","Mixed",2.571,0,"offensive language","2025-05-06T10:27:56Z","Obinna you are wise than this  y did you let Hannah come to the show.","2026-02-21T14:15:11.097369Z"
1114.0,1443,1450,"1","@sarahnaliaka6536","enyewe Hannah ni mjinga sana uweeh such a shameless girl this an abuse to womanhood shame on her",0.6212626695632935,"2026-02-21T14:15:16.520749Z",18277,"Offensive (Non-Targeted)","Mixed",5.234,0,"offensive language","2025-05-06T10:27:49Z","enyewe Hannah ni mjinga sana uweeh such a shameless girl this an abuse to womanhood shame on her","2026-02-21T14:15:16.520749Z"
1115.0,1444,1451,"1","@paulinekathure195","What wrong with this gal called hannah  gosh  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat this is too much weeee mumama",0.6901987195014954,"2026-02-21T14:19:06.310393Z",18278,"Neutral/Positive","Mixed",229.297,0,"offensive language","2025-05-06T10:27:13Z","What wrong with this gal called hannah  gosh 😅😅😅this is too much weeee mumama","2026-02-21T14:19:06.310393Z"
1116.0,1445,1452,"1","@carolinemunyoki7100","Siku Hanna ataachana na captain ndio tutajua ukweli",0.3097063899040222,"2026-02-21T14:19:10.137682Z",18279,"Neutral/Positive","Mixed",3.561,0,"irony","2025-05-06T10:27:05Z","Siku Hanna ataachana na captain ndio tutajua ukweli","2026-02-21T14:19:10.137682Z"
1117.0,1446,1453,"1","@missdee6687","Obinna consider to apologize kwa kina culture,,no matter how hard things were,,this is ur show ungeminimize,,,ungeita hanna siku ingine that was too disrespectful considering the fact that sbrina alikuwa na mtu wake",0.622029185295105,"2026-02-21T14:19:14.113663Z",18280,"Neutral/Positive","Mixed",3.764,0,"offensive language","2025-05-06T10:25:58Z","Obinna consider to apologize kwa kina culture,,no matter how hard things were,,this is ur show ungeminimize,,,ungeita hanna siku ingine that was too disrespectful considering the fact that sbrina alikuwa na mtu wake","2026-02-21T14:19:14.113663Z"
1118.0,1447,1454,"1","@GloriaKioko-d8g","God give you courage Anna we love you so much",0.4009236395359039,"2026-02-21T14:19:19.182385Z",18281,"Neutral/Positive","Mixed",4.831,12,"constructive criticism","2025-05-06T10:25:33Z","God give you courage Anna we love you so much","2026-02-21T14:19:19.182385Z"
1119.0,1448,1455,"1","@FaithMulwa-kcb","Shida yangu napenda Hanna face_with_tears_of_joy ",0.3460762500762939,"2026-02-21T14:19:21.578179Z",18282,"Neutral/Positive","Mixed",2.173,0,"constructive criticism","2025-05-06T10:24:48Z","Shida yangu napenda Hanna😂","2026-02-21T14:19:21.578179Z"
1120.0,1449,1456,"1","@liloh386","Huyu jamaa ako sawa kweli ama alikula mavitu kabla akuje studio face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.6021093130111694,"2026-02-21T14:19:25.262582Z",18283,"Neutral/Positive","Mixed",3.469,0,"neutral or positive","2025-05-06T10:22:15Z","Huyu jamaa ako sawa kweli ama alikula mavitu kabla akuje studio😂😂😂😂","2026-02-21T14:19:25.263579Z"
1121.0,1450,1457,"1","@DanielMusyimi-rb1cs","The humbleness in Sabrina smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes ",0.3971128761768341,"2026-02-21T14:19:29.277952Z",18284,"Neutral/Positive","Mixed",3.741,76,"irony","2025-05-06T10:21:48Z","The humbleness in Sabrina😊😊😊","2026-02-21T14:19:29.277952Z"
1122.0,1451,1458,"1","@aliceemali1697"," grinning_face_with_sweat  grinning_face_with_sweat  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3684334754943847,"2026-02-21T14:19:32.237021Z",18285,"Neutral/Positive","Mixed",2.701,0,"offensive language","2025-05-06T10:20:38Z","😅😅😂😂😂😂😂","2026-02-21T14:19:32.237021Z"
1123.0,1452,1459,"1","@Cecetimes"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  whuee  broken_heart  broken_heart  loudly_crying_face ",0.3739154636859894,"2026-02-21T14:19:35.230852Z",18286,"Neutral/Positive","Mixed",2.79,0,"hate speech","2025-05-06T10:20:37Z","😂😂😂 whuee 💔💔😭","2026-02-21T14:19:35.230852Z"
1124.0,1453,1460,"1","@VenahKerush","Obinna you did wrong to Sabrina's interview kukubalia hannah kuingia kwa interview ya wenyewe otherwise obinna umeniboo  crying_face  crying_face  crying_face  crying_face ",0.5094918608665466,"2026-02-21T14:19:40.209972Z",18287,"Constructive Criticism","Mixed",4.714,0,"offensive language","2025-05-06T10:20:24Z","Obinna you did wrong to Sabrina's interview kukubalia hannah kuingia kwa interview ya wenyewe otherwise obinna umeniboo 😢😢😢😢","2026-02-21T14:19:40.209972Z"
1125.0,1454,1461,"1","@BarazaTvtrends","Kinuthia deserves whips",0.2522478401660919,"2026-02-21T14:19:47.420641Z",18288,"Victim Blaming","Mixed",6.987,0,"neutral or positive","2025-05-06T10:19:55Z","Kinuthia deserves whips","2026-02-21T14:19:47.420641Z"
1126.0,1455,1462,"1","@Fionah-Shantel","But obinna ukiita mtu iterview ingea nao vitu zinawacorncern wao pekee,,kama ungeuliza mambo ya kaswende,,,hii yote haingetokea",0.3766001760959625,"2026-02-21T14:19:51.488551Z",18289,"Constructive Criticism","Mixed",3.861,1,"offensive language","2025-05-06T10:19:53Z","But obinna ukiita mtu iterview ingea nao vitu zinawacorncern wao pekee,,kama ungeuliza mambo ya kaswende,,,hii yote haingetokea","2026-02-21T14:19:51.488551Z"
1127.0,1456,1463,"1","@her_kamso","Yoohh...social media will remind us about this in the next 10 years",0.4182737469673157,"2026-02-21T14:19:55.368720Z",18290,"Neutral/Positive","Mixed",3.665,34,"irony","2025-05-06T10:19:50Z","Yoohh...social media will remind us about this in the next 10 years","2026-02-21T14:19:55.368720Z"
1128.0,1457,1464,"1","@elizabethmwinzi342"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  straight from TikTok weeeeeeeee",0.2933147549629211,"2026-02-21T14:19:58.426526Z",18291,"Neutral/Positive","Mixed",2.857,1,"offensive language","2025-05-06T10:18:10Z","😂😂😂😂😂😂😂😂😂 straight from TikTok weeeeeeeee","2026-02-21T14:19:58.426526Z"
1129.0,1458,1465,"1","@winnemwikali6445","Oooiii God protect our son's ooh, Gaaai .. na the wife, those girl's are abusing our wombs",0.3392565548419952,"2026-02-21T14:20:02.564297Z",18292,"Neutral/Positive","Mixed",3.929,0,"offensive language","2025-05-06T10:18:00Z","Oooiii God protect our son's ooh, Gaaai .. na the wife, those girl's are abusing our wombs","2026-02-21T14:20:02.564297Z"
1130.0,1459,1466,"1","@paulinekariuki-ny9jw","Guys  let's grow nipitiye ni kupitiye",0.3752937614917755,"2026-02-21T14:20:05.591217Z",18293,"Neutral/Positive","Mixed",2.824,0,"neutral or positive","2025-05-06T10:17:59Z","Guys  let's grow nipitiye ni kupitiye","2026-02-21T14:20:05.591217Z"
1131.0,1460,1467,"1","@abedikimathi8527","huyu ashikwe aseme nani anatoa passport in three days wengine wakingoja 6 months",0.1945340782403946,"2026-02-21T14:20:17.084298Z",18294,"Constructive Criticism","Mixed",11.275,0,"neutral or positive","2025-05-06T10:17:52Z","huyu ashikwe aseme nani anatoa passport in three days wengine wakingoja 6 months","2026-02-21T14:20:17.084298Z"
1132.0,1461,1468,"1","@JustineOduory-v1y","Huyu akiwa boy wangu tunaachana after hiyo interview  face_with_tears_of_joy  face_with_tears_of_joy  very immature human being",0.2418323755264282,"2026-02-21T14:20:23.672650Z",18295,"Offensive (Non-Targeted)","Mixed",6.355,0,"neutral or positive","2025-05-06T10:17:36Z","Huyu akiwa boy wangu tunaachana after hiyo interview 😂😂 very immature human being","2026-02-21T14:20:23.672650Z"
1133.0,1462,1469,"1","@loui_kibali","OBBINA Obiii I AM DISAPPOINTED AT YOU NA HUYO HANNAH BENTAH. What happened to professionalism????",0.4350595772266388,"2026-02-21T14:20:28.921505Z",18296,"Constructive Criticism","Mixed",5.026,0,"offensive language","2025-05-06T10:16:58Z","OBBINA Obiii I AM DISAPPOINTED AT YOU NA HUYO HANNAH BENTAH. What happened to professionalism????","2026-02-21T14:20:28.921505Z"
1134.0,1463,1470,"1","@isharhabbty6265","You'all are hating on  Hanna bt she's Right...na amefanya vizuri kuja ku clarify things...cz hata Mimi siezi keti tu na niaribiwe Jina....sabrina anaona mabaya tu lakini mazuri aoni..nkt",0.4376052021980285,"2026-02-21T14:20:33.745944Z",18297,"Neutral/Positive","Mixed",4.617,9,"neutral or positive","2025-05-06T10:16:16Z","You'all are hating on  Hanna bt she's Right...na amefanya vizuri kuja ku clarify things...cz hata Mimi siezi keti tu na niaribiwe Jina....sabrina anaona mabaya tu lakini mazuri aoni..nkt","2026-02-21T14:20:33.745944Z"
1135.0,1464,1471,"1","@ashleybecky9884"," face_with_tears_of_joy  face_with_tears_of_joy ",0.4765763282775879,"2026-02-21T14:20:36.189787Z",18298,"Neutral/Positive","Mixed",2.241,0,"neutral or positive","2025-05-06T10:16:15Z","😂😂","2026-02-21T14:20:36.189787Z"
1136.0,1465,1472,"1","@jepkoechjulie7350","That's so unprofessional of you oga obinna if it was you you could have walked away in that interview so sad I can't sit down to be disrespected by my fellow woman shame on Hannah",0.7538188695907593,"2026-02-21T14:20:39.968053Z",18299,"Constructive Criticism","Mixed",3.571,0,"offensive language","2025-05-06T10:15:48Z","That's so unprofessional of you oga obinna if it was you you could have walked away in that interview so sad I can't sit down to be disrespected by my fellow woman shame on Hannah","2026-02-21T14:20:39.968053Z"
1137.0,1466,1473,"1","@AngelaNduru-r7c","I hate hiki kidem smirking_face  smirking_face  Sabrina ever flexed_biceps ",0.5478856563568115,"2026-02-21T14:20:46.748815Z",18300,"Hate Speech","Mixed",6.574,0,"hate speech","2025-05-06T10:15:31Z","I hate hiki kidem😏😏 Sabrina ever💪","2026-02-21T14:20:46.748815Z"
1138.0,1467,1474,"1","@mamakedenique","Hannah benta bibi ya broki broki malaya mjinga bure kabisa nonsense wewe  face_vomiting  face_vomiting  face_vomiting ",0.7229278683662415,"2026-02-21T14:20:53.022909Z",18301,"Cyberbullying/Harassment","Mixed",6.062,0,"offensive language","2025-05-06T10:15:24Z","Hannah benta bibi ya broki broki malaya mjinga bure kabisa nonsense wewe 🤮🤮🤮","2026-02-21T14:20:53.023914Z"
1139.0,1468,1475,"1","@MishWambo-w2r","Me i love hannah...sabrina is just bitter fr grinning_face_with_sweat ",0.3167359530925751,"2026-02-21T14:20:58.442767Z",18302,"Offensive (Non-Targeted)","Mixed",5.216,0,"offensive language","2025-05-06T10:13:42Z","Me i love hannah...sabrina is just bitter fr😅","2026-02-21T14:20:58.442767Z"
1140.0,1469,1476,"1","@ElizabethOsebe","Obvious kitu najua mtu wa kuleta evidence mbiombio  mambo aikuangi sawa sawa yeye ndo alileta  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing kaswende mbilikimo",0.5732488632202148,"2026-02-21T14:21:03.466919Z",18303,"Cyberbullying/Harassment","Mixed",4.817,0,"offensive language","2025-05-06T10:13:20Z","Obvious kitu najua mtu wa kuleta evidence mbiombio  mambo aikuangi sawa sawa yeye ndo alileta 🤣🤣🤣🤣🤣🤣kaswende mbilikimo","2026-02-21T14:21:03.466919Z"
1141.0,1470,1477,"1","@frdahkagwiria7688","Huyu ata hajui difference between STI and UTI face_with_open_mouth  crying_face  grinning_face_with_sweat ",0.6319606900215149,"2026-02-21T14:21:06.456131Z",18304,"Neutral/Positive","Mixed",2.792,0,"neutral or positive","2025-05-06T10:12:45Z","Huyu ata hajui difference between STI and UTI😮😢😅","2026-02-21T14:21:06.456131Z"
1142.0,1471,1478,"1","@MargaretWangechi-o3e","If Hannah gt Kaswende then Sabrina have too bcoz they had unprotected sex with the same man face_with_tears_of_joy ",0.4576780796051025,"2026-02-21T14:21:34.446214Z",18305,"Constructive Criticism","Mixed",27.783,0,"neutral or positive","2025-05-06T10:12:23Z","If Hannah gt Kaswende then Sabrina have too bcoz they had unprotected sex with the same man😂","2026-02-21T14:21:34.446214Z"
1143.0,1472,1479,"1","@mercyamagove8354","Karibu niandike totally west of time nikakumbuka jamaa ni comedian",0.5756231546401978,"2026-02-21T14:21:39.011257Z",18306,"","Mixed",4.273,0,"irony","2025-05-06T10:11:08Z","Karibu niandike totally west of time nikakumbuka jamaa ni comedian","2026-02-21T14:21:39.011257Z"
1144.0,1473,1480,"1","@kerubo1915","Having a loose mouth  will embarass you face_with_tears_of_joy ",0.6718138456344604,"2026-02-21T14:21:44.336770Z",18307,"Constructive Criticism","Mixed",5.053,0,"offensive language","2025-05-06T10:08:11Z","Having a loose mouth  will embarass you😂","2026-02-21T14:21:44.336770Z"
1145.0,1474,1481,"1","@viviantimbe6041","Why are this shawries stresing man of my dream odogwu obinna",0.8069334030151367,"2026-02-21T14:21:48.334294Z",18308,"Constructive Criticism","Mixed",3.798,0,"offensive language","2025-05-06T10:08:11Z","Why are this shawries stresing man of my dream odogwu obinna","2026-02-21T14:21:48.334294Z"
1146.0,1475,1482,"1","@adelaphilip8089"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy at haukua comfortable wakat ulinyonya mbr  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  nyie",0.3961334824562073,"2026-02-21T14:21:54.295578Z",18309,"Offensive (Non-Targeted)","Mixed",5.718,0,"offensive language","2025-05-06T10:08:07Z","😂😂😂😂at haukua comfortable wakat ulinyonya mbr 😂😂😂 nyie","2026-02-21T14:21:54.295578Z"
1147.0,1476,1483,"1","@ESTHERMUKUTA","Nini iko uku leo obina",0.3304941952228546,"2026-02-21T14:21:57.373139Z",18310,"Neutral/Positive","Mixed",2.768,0,"offensive language","2025-05-06T10:06:36Z","Nini iko uku leo obina","2026-02-21T14:21:57.373139Z"
1148.0,1477,1484,"1","@RuthKaloki-x2x","Hannah ako almost 30 years but hajakomaa she needs to grow up and leave her stupidity behind",0.2843154966831207,"2026-02-21T14:22:03.494733Z",18311,"Cyberbullying/Harassment","Mixed",5.902,1,"neutral or positive","2025-05-06T10:03:29Z","Hannah ako almost 30 years but hajakomaa she needs to grow up and leave her stupidity behind","2026-02-21T14:22:03.494733Z"
1149.0,1478,1485,"1","@filamary1011","Wow what a show!!! But it's a crazy world  grinning_face_with_sweat ",0.4776285290718078,"2026-02-21T14:22:10.404198Z",18312,"Neutral/Positive","Mixed",6.678,2,"irony","2025-05-06T10:02:47Z","Wow what a show!!! But it's a crazy world 😅","2026-02-21T14:22:10.404198Z"
1150.0,1479,1486,"1","@PhilianeNaibei-hn8zc","Haki  wasiii hmmm grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.3882792294025421,"2026-02-21T14:22:14.305955Z",18313,"Neutral/Positive","Mixed",3.654,0,"offensive language","2025-05-06T10:02:05Z","Haki  wasiii hmmm😅😅😅😅","2026-02-21T14:22:14.306953Z"
1151.0,1480,1487,"1","@DorineMusa","Annah kenyewe kamekonda",0.3045755624771118,"2026-02-21T14:22:20.493099Z",18314,"Body Shaming","Mixed",5.946,0,"irony","2025-05-06T10:01:53Z","Annah kenyewe kamekonda","2026-02-21T14:22:20.493099Z"
1152.0,1481,1488,"1","@morrismwashi6","Hannah Benta is the real definition of an empty dembe makes, more noise.
Huwezi nyimwa sura na akili pia buana
Never been in tiktok but from the convo i can tell Sabrina is the matured clever and the truthful one there",0.3968488276004791,"2026-02-21T14:22:30.993706Z",18315,"Cyberbullying/Harassment","Mixed",10.235,0,"offensive language","2025-05-06T09:59:20Z","Hannah Benta is the real definition of an empty dembe makes, more noise.
Huwezi nyimwa sura na akili pia buana
Never been in tiktok but from the convo i can tell Sabrina is the matured clever and the truthful one there","2026-02-21T14:22:30.993706Z"
1153.0,1482,1489,"1","@sylvashtiana5160"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3409749865531921,"2026-02-21T14:22:33.878768Z",18316,"Neutral/Positive","Mixed",2.696,0,"neutral or positive","2025-05-06T09:58:55Z","😂😂😂😂😂","2026-02-21T14:22:33.878768Z"
1154.0,1483,1490,"1","@SofiaMorara-v2c","Ziet!! face_with_tears_of_joy hiyo ni kari zana  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3017016649246216,"2026-02-21T14:22:38.483856Z",18317,"Neutral/Positive","Mixed",4.4,0,"irony","2025-05-06T09:58:51Z","Ziet!!😂hiyo ni kari zana 😂😂😂😂","2026-02-21T14:22:38.483856Z"
1155.0,1484,1491,"1","@DianaOkari","ovvvveeeee thatha umetoana wapi na waingo bana kuja tukupatie omonyaribariii yaaa",0.599943220615387,"2026-02-21T14:22:44.406239Z",18318,"Neutral/Positive","Mixed",5.672,0,"offensive language","2025-05-06T09:58:12Z","ovvvveeeee thatha umetoana wapi na waingo bana kuja tukupatie omonyaribariii yaaa","2026-02-21T14:22:44.406239Z"
1156.0,1485,1492,"1","@RoseNjenga-pe7fx","Team hanna benda face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  red_heart  red_heart ",0.2711971998214721,"2026-02-21T14:22:47.799677Z",18319,"Irony/Sarcasm","Mixed",7.128,0,"neutral or positive","2025-05-06T09:57:34Z","Team hanna benda😂😂😂😂❤️❤️","2026-02-21T14:22:53.581116Z"
1157.0,1486,1493,"1","@lynngure1807","Why justify yourself if you know what is the truth",0.3741489946842193,"2026-02-21T14:22:57.642134Z",18320,"Neutral/Positive","Mixed",2.836,0,"neutral or positive","2025-05-06T09:57:32Z","Why justify yourself if you know what is the truth","2026-02-21T14:22:57.642134Z"
1158.0,1487,1494,"1","@HamisiHamza-vt9iy","Shame on u hanna",0.3255440890789032,"2026-02-21T14:23:03.832863Z",18321,"Hate Speech","Mixed",5.978,0,"offensive language","2025-05-06T09:57:07Z","Shame on u hanna","2026-02-21T14:23:03.832863Z"
1159.0,1488,1495,"1","@lucynyambuu969","Bt pia Samir alisema Hanna Alikua mgonjwa he said that Kwa live yake face_with_tears_of_joy ",0.353565514087677,"2026-02-21T14:23:06.919257Z",18322,"Neutral/Positive","Mixed",2.885,3,"constructive criticism","2025-05-06T09:56:24Z","Bt pia Samir alisema Hanna Alikua mgonjwa he said that Kwa live yake😂","2026-02-21T14:23:06.919257Z"
1160.0,1489,1496,"1","@rehemacheruto7425","At the end obinna was sad and regretting calling the chirikuu gal smiling_face_with_smiling_eyes  grinning_face_with_sweat ",0.2602457702159881,"2026-02-21T14:23:11.232834Z",18323,"Neutral/Positive","Mixed",4.104,0,"neutral or positive","2025-05-06T09:54:33Z","At the end obinna was sad and regretting calling the chirikuu gal😊😅","2026-02-21T14:23:11.232834Z"
1161.0,1490,1497,"1","@emilymoraa6253","Sabrina forgot to say, he is funny face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.5127324461936951,"2026-02-21T14:23:14.636375Z",18324,"Neutral/Positive","Mixed",3.199,0,"irony","2025-05-06T09:53:47Z","Sabrina forgot to say, he is funny😂😂😂","2026-02-21T14:23:14.636375Z"
1162.0,1491,1498,"1","@GaelleAbby","JESUS have mercy...",0.2964464426040649,"2026-02-21T14:23:27.935975Z",18325,"Neutral/Positive","Mixed",13.086,0,"constructive criticism","2025-05-06T09:52:03Z","JESUS have mercy...","2026-02-21T14:23:27.937442Z"
1163.0,1492,1499,"1","@Sallyskyla","Heeee someone will get into my nerves over my dead body...even in my demise I can haunt you till you surrender.....mtu atanidisreapect kama Mimi ni kiwete ama disabled otherwise  smiling_face_with_smiling_eyes hmmm not me nevaaaa",0.4621601700782776,"2026-02-21T14:23:33.553453Z",18326,"Constructive Criticism","Mixed",5.407,0,"neutral or positive","2025-05-06T09:51:35Z","Heeee someone will get into my nerves over my dead body...even in my demise I can haunt you till you surrender.....mtu atanidisreapect kama Mimi ni kiwete ama disabled otherwise 😊hmmm not me nevaaaa","2026-02-21T14:23:33.553453Z"
1164.0,1493,1500,"1","@RUTHQ","Obinna walikuwa wamepanga hii kitu na Hannah  crying_face ",0.4382217228412628,"2026-02-21T14:23:36.825410Z",18327,"Neutral/Positive","Mixed",3.062,0,"offensive language","2025-05-06T09:50:47Z","Obinna walikuwa wamepanga hii kitu na Hannah 😢","2026-02-21T14:23:36.825410Z"
1165.0,1494,1501,"1","@loiswng","So Hanna is very comfortable kutumiwa na that married guy?? A very stupid girl",0.3008842766284942,"2026-02-21T14:23:59.712778Z",18328,"Neutral/Positive","Mixed",22.639,0,"offensive language","2025-05-06T09:49:55Z","So Hanna is very comfortable kutumiwa na that married guy?? A very stupid girl","2026-02-21T14:23:59.712778Z"
