Unnamed: 0.1,author,text,likes,published_at,Unnamed: 0,clean_text,predicted_label,confidence_score
1239,@Luhyaqueen254,Hawa wamegonjeka 😂😂😂 men ruuuuuun,0,2025-05-06T13:02:30Z,910.0,Hawa wamegonjeka  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  men ruuuuuun,offensive language,0.4462315440177917
1240,@sharongatwiri15,"Kasichana kajinga kama babake,,,,,that was so low of you hannah😢",0,2025-05-06T13:00:25Z,911.0,"Kasichana kajinga kama babake,,,,,that was so low of you hannah crying_face ",offensive language,0.3746865689754486
1241,@FlorenceMueni-g9b,Huyu mkisii ni chizi honestly,0,2025-05-06T13:00:19Z,912.0,Huyu mkisii ni chizi honestly,neutral or positive,0.342580109834671
1242,@finawamayiesther2005,Zieeeeeet!!!!🤣🤣🤣🤣🤣🤣🤣🤣,0,2025-05-06T13:00:14Z,913.0,Zieeeeeet!!!! rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,offensive language,0.6086933612823486
1243,@SharonKhayosa,Hanna benta is lesaning to her king😅😅😅acha nikae single,0,2025-05-06T13:00:02Z,914.0,Hanna benta is lesaning to her king grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat acha nikae single,offensive language,0.4430623650550842
1244,@AISHATHECHEF,"Sabrina was right, hii evidence si ya k8ssi ,Hannah leta ya kisii tuone",0,2025-05-06T12:59:43Z,915.0,"Sabrina was right, hii evidence si ya k8ssi ,Hannah leta ya kisii tuone",neutral or positive,0.5463295578956604
1245,@festuskorir2363,Nani alinyonya mboroo😂😂😂💔,0,2025-05-06T12:59:38Z,916.0,Nani alinyonya mboroo face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  broken_heart ,offensive language,0.4678571820259094
1246,@josephinembuvi5902,"But saprinah bado anapenda samir,..ukiachwa move on😅",2,2025-05-06T12:58:22Z,917.0,"But saprinah bado anapenda samir,..ukiachwa move on grinning_face_with_sweat ",neutral or positive,0.4820416569709778
1247,@hildarjacob5082,Obina hapa umekosa.... This is bad,0,2025-05-06T12:56:21Z,918.0,Obina hapa umekosa.... This is bad,offensive language,0.539985716342926
1248,@favoredkitchen,"Hannah ako right bana, mbona watu wanatetea Sabrina",6,2025-05-06T12:56:02Z,919.0,"Hannah ako right bana, mbona watu wanatetea Sabrina",neutral or positive,0.3038070201873779
1249,@prudencenjeri6023,Hanna is honest one,0,2025-05-06T12:55:59Z,920.0,Hanna is honest one,constructive criticism,0.5656572580337524
1250,@BeatriceAkinyiOtieno,Mbilikimo ndio ako na kaswende mbona hajakuja na results za kisii anasema anasema alipima tena Nairobi 😂,0,2025-05-06T12:55:55Z,921.0,Mbilikimo ndio ako na kaswende mbona hajakuja na results za kisii anasema anasema alipima tena Nairobi  face_with_tears_of_joy ,neutral or positive,0.3844243884086609
1251,@elizabethmwinzi342,UTI ni normal kwa girls Sabrina uliamua kuharibia Hanna that's not good,0,2025-05-06T12:55:37Z,922.0,UTI ni normal kwa girls Sabrina uliamua kuharibia Hanna that's not good,neutral or positive,0.3618918061256408
1252,@ireneikabubut6323,This is interesting,0,2025-05-06T12:51:20Z,923.0,This is interesting,neutral or positive,0.3317848145961761
1253,@christine4072,Lkn  mbona hiki kibenta kimeingililia live ya wengine😢😢😢,1,2025-05-06T12:50:29Z,924.0,Lkn  mbona hiki kibenta kimeingililia live ya wengine crying_face  crying_face  crying_face ,offensive language,0.7120933532714844
1254,@ElizabethNdolo-f9c,01:05:31,0,2025-05-06T12:47:19Z,925.0,01:05:31,neutral or positive,0.3735560774803161
1255,@ElizabethNdolo-f9c,1:05:01,0,2025-05-06T12:46:57Z,926.0,1:05:01,neutral or positive,0.3590688109397888
1256,@SerahWanjiru-h8l,Obina nakupenda san aky shoo zako waaaaaah I love you so much 💞💖❤,0,2025-05-06T12:46:43Z,927.0,Obina nakupenda san aky shoo zako waaaaaah I love you so much  revolving_hearts  sparkling_heart  red_heart ,offensive language,0.3489100933074951
1257,@MaryanneOmondi-w9l,Hii part ya hii couple kuaibishwa na hanna haingeonyeshwa😅😅,0,2025-05-06T12:46:35Z,928.0,Hii part ya hii couple kuaibishwa na hanna haingeonyeshwa grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.6339234113693237
1258,@elizabethmwinzi342,😂😂😂😂😂😂😂😂😂aki hanna😂😂😂😂😂😂,0,2025-05-06T12:45:19Z,929.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy aki hanna face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.3096992373466491
1259,@MaryanneOmondi-w9l,"Mimi culture kujam ndio imenibamba😅 ,,,angemrukia tu😅😅",0,2025-05-06T12:43:54Z,930.0,"Mimi culture kujam ndio imenibamba grinning_face_with_sweat  ,,,angemrukia tu grinning_face_with_sweat  grinning_face_with_sweat ",offensive language,0.4578964412212372
1260,@Scars-stars,Aki hii hair style inanimoda🫦,0,2025-05-06T12:43:01Z,931.0,Aki hii hair style inanimoda biting_lip ,offensive language,0.5768349766731262
1261,@Priscillahbitange,Aki culture run😢😢😢😢😢,0,2025-05-06T12:42:26Z,932.0,Aki culture run crying_face  crying_face  crying_face  crying_face  crying_face ,offensive language,0.6354440450668335
1262,@MaryJared-t6d,Kama hana beef na yy mbona ako na kiherehere ya kupigana bas girl style up don't be stupid always nkt!,0,2025-05-06T12:42:13Z,933.0,Kama hana beef na yy mbona ako na kiherehere ya kupigana bas girl style up don't be stupid always nkt!,neutral or positive,0.3210091590881347
1263,@lucynjengachef709,Dignity is an epitome of Sanity,3,2025-05-06T12:40:25Z,934.0,Dignity is an epitome of Sanity,neutral or positive,0.5267789959907532
1264,@marthaatieno4422,"I love the Hanna is reasoning, kwani kuna Kaswende ya mtu imepotea wakampata nayo?",2,2025-05-06T12:37:56Z,935.0,"I love the Hanna is reasoning, kwani kuna Kaswende ya mtu imepotea wakampata nayo?",constructive criticism,0.3032232820987701
1265,@tashaakinyi2024.,"Eeeh lakini Hannah uko na mdomo,,,,eeeh kweli ogopa short people,,,,ata huyo captain hanna hamtakaa na yeye",0,2025-05-06T12:35:34Z,936.0,"Eeeh lakini Hannah uko na mdomo,,,,eeeh kweli ogopa short people,,,,ata huyo captain hanna hamtakaa na yeye",offensive language,0.7301673293113708
1266,@lister7027,"Obinna siku hizi umekua mdaku sana. Now that you umeleta mtu mwingine kwa interview ya wenyewe, you are loosing it at all. As your subscriber let say gdbye.",0,2025-05-06T12:35:33Z,937.0,"Obinna siku hizi umekua mdaku sana. Now that you umeleta mtu mwingine kwa interview ya wenyewe, you are loosing it at all. As your subscriber let say gdbye.",offensive language,0.4244285225868225
1267,@virginahmueni2752,How could you book tickets without visa,0,2025-05-06T12:32:38Z,938.0,How could you book tickets without visa,neutral or positive,0.256056010723114
1268,@Davs_ms,First of all.... Huyu captain Ni Nani?,0,2025-05-06T12:31:29Z,939.0,First of all.... Huyu captain Ni Nani?,neutral or positive,0.3295684158802032
1269,@IreneMbugua-e4f,Sabrina ❤️❤️❤️❤️❤️❤️❤️❤️,1,2025-05-06T12:30:34Z,940.0,Sabrina  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ,offensive language,0.3894007802009582
1270,@dorcusmutemi9902,Mbirikimo mkora ni mjiga sana😂😂😂,0,2025-05-06T12:28:34Z,941.0,Mbirikimo mkora ni mjiga sana face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4338103234767914
1271,@christinemercy9585,I think they just had yeast infenction😅,0,2025-05-06T12:28:26Z,942.0,I think they just had yeast infenction grinning_face_with_sweat ,offensive language,0.3781446516513824
1272,@DavidWachira-h8b,"As a country,tuko na many issues to deal with,who do they think they are watuletee izi issues zao of which it is immorality .This will give them clout  for the moment,but after it fades the consequences...but anyway you are in the driving seat of your life,so drive it to the direction you want whether right or wrong,whether you ram straight into the tree or drive to the middle of the ocean repucasions and the reputation is yours.Alafu before you comment make sure you're sane and you I.q matches the age of watching the show that is 18+. Anyway kila mtu ajibambe",0,2025-05-06T12:28:04Z,943.0,"As a country,tuko na many issues to deal with,who do they think they are watuletee izi issues zao of which it is immorality .This will give them clout  for the moment,but after it fades the consequences...but anyway you are in the driving seat of your life,so drive it to the direction you want whether right or wrong,whether you ram straight into the tree or drive to the middle of the ocean repucasions and the reputation is yours.Alafu before you comment make sure you're sane and you I.q matches the age of watching the show that is 18+. Anyway kila mtu ajibambe",offensive language,0.3911463022232055
1273,@lister7027,"Mimi nipiganie malaya iko na bibi yake, na unamuita beb. Shame on you old shush",0,2025-05-06T12:28:02Z,944.0,"Mimi nipiganie malaya iko na bibi yake, na unamuita beb. Shame on you old shush",offensive language,0.3273859024047851
1274,@FireBoy77-f1k,HANNA BY THE TIME URIRUDIA HIYO TEST ULIKUA USHAKUNYWA MADAWA ZA KISSII NA KUPONA,0,2025-05-06T12:24:29Z,945.0,HANNA BY THE TIME URIRUDIA HIYO TEST ULIKUA USHAKUNYWA MADAWA ZA KISSII NA KUPONA,irony,0.7369896769523621
1275,@luckyndanu,Izi ni ma what?,0,2025-05-06T12:24:21Z,946.0,Izi ni ma what?,irony,0.3842532038688659
1276,@brendawambui5336,Kwani kafukuswi Ka Sabrina Kanataka kulia 😂😂😂😂,0,2025-05-06T12:23:28Z,947.0,Kwani kafukuswi Ka Sabrina Kanataka kulia  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.3784676194190979
1277,@mutheuke6506,jamaaaaa amenyamaza tuuuuuh aone VITIMBIIII,0,2025-05-06T12:21:30Z,948.0,jamaaaaa amenyamaza tuuuuuh aone VITIMBIIII,neutral or positive,0.3683852851390838
1278,@delphinesawe2480,Hannah for life 🎉🎉❤❤❤,6,2025-05-06T12:21:06Z,949.0,Hannah for life  party_popper  party_popper  red_heart  red_heart  red_heart ,hate speech,0.3774785101413727
1279,@Rosemarykimanthi-wo5uf,The ending 😂🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🤣🤣🤣🤣🤣🤣,10,2025-05-06T12:18:23Z,950.0,The ending  face_with_tears_of_joy  fire  fire  fire  fire  fire  fire  fire  fire  fire  fire  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,irony,0.3957254886627197
1280,@maureenmuema4703,"Its a shame how a lady can have a loud mouth like that ,,weuh utaoleka na nani aki",0,2025-05-06T12:18:00Z,951.0,"Its a shame how a lady can have a loud mouth like that ,,weuh utaoleka na nani aki",offensive language,0.742851197719574
1281,@Caroline-hp6xz,Uyu dem anaiibisha madem woooi am dead already 😅,0,2025-05-06T12:17:50Z,952.0,Uyu dem anaiibisha madem woooi am dead already  grinning_face_with_sweat ,offensive language,0.3433474004268646
1282,@AnnahWavinnya,Hanna n mbilikimo  mmama tu...hajiheshimu na anapenda mdomo sana..mbona aliharibia sabrina relationship ....team sabrina  tunakupenda saaana mamaa🎉🎉,2,2025-05-06T12:16:38Z,953.0,Hanna n mbilikimo  mmama tu...hajiheshimu na anapenda mdomo sana..mbona aliharibia sabrina relationship ....team sabrina  tunakupenda saaana mamaa party_popper  party_popper ,offensive language,0.4343789517879486
1283,@LilianMuthoka-b9l,"But hii couple ni very mature❤
Hawana show off mingi kah yule mbilikimo",0,2025-05-06T12:15:52Z,954.0,"But hii couple ni very mature red_heart 
Hawana show off mingi kah yule mbilikimo",neutral or positive,0.3969059288501739
1284,@MaggiehShii,Best kisser the tongue 😅😅😅😅😅,0,2025-05-06T12:15:46Z,955.0,Best kisser the tongue  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.620038628578186
1285,@MitchellChahilu-hm9qr,Aonyeshane ya oasis ya kisiiii,0,2025-05-06T12:15:13Z,956.0,Aonyeshane ya oasis ya kisiiii,irony,0.4547223746776581
1286,@CarolWaswa,"Obinna would have ended the live  immediately the couple left, He gave  hanna Airtime Very unfair",1,2025-05-06T12:14:44Z,957.0,"Obinna would have ended the live  immediately the couple left, He gave  hanna Airtime Very unfair",offensive language,0.5775943994522095
1287,@leilamercy2235,Huyu mtu Sabrina anaita babe woi Jameni 😂😂😂,0,2025-05-06T12:14:00Z,958.0,Huyu mtu Sabrina anaita babe woi Jameni  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4016029834747314
1288,@Caroline-hp6xz,Uyu Hannah ujiona sukari 😅ghai sasa Samir ni mtu WA kutinga nayo,0,2025-05-06T12:13:20Z,959.0,Uyu Hannah ujiona sukari  grinning_face_with_sweat ghai sasa Samir ni mtu WA kutinga nayo,neutral or positive,0.4884139895439148
1289,@CarolWaswa,That was good for them to leave,1,2025-05-06T12:11:20Z,960.0,That was good for them to leave,constructive criticism,0.2602936923503876
1290,@leilamercy2235,Imagine your husband being dragged like this by other women eeeeeiiiiiii some women are strong,0,2025-05-06T12:10:42Z,961.0,Imagine your husband being dragged like this by other women eeeeeiiiiiii some women are strong,irony,0.4047974944114685
1291,@ElizaJebet,Team Sabrina to the world 😘♥️,1,2025-05-06T12:10:11Z,962.0,Team Sabrina to the world  face_blowing_a_kiss  heart_suit ,offensive language,0.277161180973053
1292,@mariamnasiche7397,Hanna❤❤😂,0,2025-05-06T12:09:54Z,963.0,Hanna red_heart  red_heart  face_with_tears_of_joy ,neutral or positive,0.3813240528106689
1293,@leilamercy2235,Ghai 😢😢😢,0,2025-05-06T12:09:41Z,964.0,Ghai  crying_face  crying_face  crying_face ,offensive language,0.3277816474437713
1294,@DinahMoraa-y7m,Ofcz huyo jamaa atatetea tu hannah cz wako pamoja na huyo jamaa apewe dera,0,2025-05-06T12:08:50Z,965.0,Ofcz huyo jamaa atatetea tu hannah cz wako pamoja na huyo jamaa apewe dera,offensive language,0.6664532423019409
1295,@sizbentahatieno9635,Aibu yawa🙆🙆 lakini Hanna bentar  ndio ako na shida na huyo mwanaume ni Malaya kabisa 😏😏,0,2025-05-06T12:07:45Z,966.0,Aibu yawa person_gesturing_OK  person_gesturing_OK  lakini Hanna bentar  ndio ako na shida na huyo mwanaume ni Malaya kabisa  smirking_face  smirking_face ,offensive language,0.3337452411651611
1296,@consombinya4365,Results za kisii ziko wapi hannah?,0,2025-05-06T12:04:02Z,967.0,Results za kisii ziko wapi hannah?,offensive language,0.2403857558965683
1297,@djnirakenya,Obina anapiga kiki siku hizi,0,2025-05-06T12:03:59Z,968.0,Obina anapiga kiki siku hizi,offensive language,0.3890037536621094
1298,@Marlin-d4c,Obinna naye kitambo aanze tu show aaahhh,0,2025-05-06T12:03:24Z,969.0,Obinna naye kitambo aanze tu show aaahhh,offensive language,0.3501062989234924
1299,@CarolWaswa,Hii ni ujinga Obinna were you serious bringing this topic on your show,0,2025-05-06T12:02:35Z,970.0,Hii ni ujinga Obinna were you serious bringing this topic on your show,offensive language,0.711546003818512
1300,@WinnieKikky-lk5rz,"The most boring interview ever!!!
Rusheni mawe😏",0,2025-05-06T12:02:23Z,971.0,"The most boring interview ever!!!
Rusheni mawe smirking_face ",irony,0.3603185713291168
1301,@philisterongaya8653,Obina sikuizi unasinyaaaa😮😮😮😮what is wrong with you.,0,2025-05-06T12:00:50Z,972.0,Obina sikuizi unasinyaaaa face_with_open_mouth  face_with_open_mouth  face_with_open_mouth  face_with_open_mouth what is wrong with you.,offensive language,0.6405066847801208
1302,@EdinahMoraa-j5y,Ni kunoma kwa streets 😂,0,2025-05-06T11:59:25Z,973.0,Ni kunoma kwa streets  face_with_tears_of_joy ,offensive language,0.4191500842571258
1303,@esthermumbi53,"Feom 1:38,,the tea is teaing!!😅😅",0,2025-05-06T11:59:20Z,974.0,"Feom 1:38,,the tea is teaing!! grinning_face_with_sweat  grinning_face_with_sweat ",irony,0.3572152554988861
1304,@sarahmuriaigiri503,I don know why everyone is talking about Sabrina maturity she is not mature.... Soo childish,21,2025-05-06T11:58:04Z,975.0,I don know why everyone is talking about Sabrina maturity she is not mature.... Soo childish,offensive language,0.3273241519927978
1305,@CarenWanjiku-u7u,Wueeeh love is blind 😅😅,0,2025-05-06T11:57:42Z,976.0,Wueeeh love is blind  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.5228075385093689
1306,@Lasty-p7y,Na huna evidence ya kisii😅😅😅,0,2025-05-06T11:57:22Z,977.0,Na huna evidence ya kisii grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.4440388679504394
1307,@irenebusutu5411,Hanna hana respect hataaa mbona alikuwa anakshikashika like that???????,0,2025-05-06T11:57:05Z,978.0,Hanna hana respect hataaa mbona alikuwa anakshikashika like that???????,hate speech,0.3997856080532074
1308,@Shelton-ud3jz,Aiiih hana na venye umeishi kutusi huyo Dem mkiwa na samir na paris,0,2025-05-06T11:55:57Z,979.0,Aiiih hana na venye umeishi kutusi huyo Dem mkiwa na samir na paris,neutral or positive,0.4079445600509643
1309,@assumptawambui43,Y would someone invite her boyfriend's ex to her place,0,2025-05-06T11:55:55Z,980.0,Y would someone invite her boyfriend's ex to her place,neutral or positive,0.1950332969427108
1310,@mamakedenique,obinna wachana na ĥizi vitu za Tiktok you are more than this 😮😮😮😮,0,2025-05-06T11:55:34Z,981.0,obinna wachana na ĥizi vitu za Tiktok you are more than this  face_with_open_mouth  face_with_open_mouth  face_with_open_mouth  face_with_open_mouth ,offensive language,0.4733463525772095
1311,@emmaculatebetty7820,Women are either meant to destroy or buid so ni nyinyi wanaume mudecide utabomolewa aje😂😂😂😂😂,0,2025-05-06T11:54:56Z,982.0,Women are either meant to destroy or buid so ni nyinyi wanaume mudecide utabomolewa aje face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4086798131465912
1312,@dorriskagendok,i think captain paid the hospital these two girls are just victims😢,0,2025-05-06T11:53:00Z,983.0,i think captain paid the hospital these two girls are just victims crying_face ,offensive language,0.3570419549942016
1313,@FaithMokeira-gl3rq,"I like Sabrune because she is matured person Hanna kiherehere peleka kwenu wacha ujinga,,heshima pia hainunuliwi jinga sana 😊",2,2025-05-06T11:52:51Z,984.0,"I like Sabrune because she is matured person Hanna kiherehere peleka kwenu wacha ujinga,,heshima pia hainunuliwi jinga sana  smiling_face_with_smiling_eyes ",neutral or positive,0.4528666138648987
1314,@josephinemoraa-tk7rh,Sabrina wewe ni mkisii qweli eti Hannah anakushw ata kupiga adi ana simama 😂😂 hiyo meza ya obinna ingekua  fupi qwangu kupanda,0,2025-05-06T11:52:46Z,985.0,Sabrina wewe ni mkisii qweli eti Hannah anakushw ata kupiga adi ana simama  face_with_tears_of_joy  face_with_tears_of_joy  hiyo meza ya obinna ingekua  fupi qwangu kupanda,offensive language,0.4231886863708496
1315,@JustinaGloria-c4k,Am typing and deleting..... Laughing like Mr.obinna but young girls how are you.,0,2025-05-06T11:52:37Z,986.0,Am typing and deleting..... Laughing like Mr.obinna but young girls how are you.,irony,0.5074590444564819
1316,@Joyqiqi,Hapo kwa kaswende sabrina ako true 📌,0,2025-05-06T11:50:53Z,987.0,Hapo kwa kaswende sabrina ako true  pushpin ,neutral or positive,0.3545198440551758
1317,@mutheuke6506,bro amemaliza ui juuuuwiiiis haraka fasta,0,2025-05-06T11:50:45Z,988.0,bro amemaliza ui juuuuwiiiis haraka fasta,irony,0.3437813520431518
1318,@EggleiNato-bp6ip,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣defend na uongo wiii,0,2025-05-06T11:50:41Z,989.0, rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing defend na uongo wiii,offensive language,0.5729942321777344
1319,@Lasty-p7y,Na huna evidence ya kisii😅😅😅,0,2025-05-06T11:49:13Z,990.0,Na huna evidence ya kisii grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.4440388679504394
1320,@MarthaMusyoka-v1d,Obinna sasa hii n nn surely,0,2025-05-06T11:49:12Z,991.0,Obinna sasa hii n nn surely,neutral or positive,0.355412870645523
1321,@alicenalulwe84,Obinna.haþa wewe.u are walked out,0,2025-05-06T11:49:08Z,992.0,Obinna.haþa wewe.u are walked out,offensive language,0.4479101002216339
1322,@MaryMwangi-t2y,Big up for leaving the drama 🎉,1,2025-05-06T11:48:43Z,993.0,Big up for leaving the drama  party_popper ,constructive criticism,0.304719865322113
1323,@abigaelmaraka791,Kisses 😂😂,1,2025-05-06T11:48:17Z,994.0,Kisses  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4809630513191223
1324,@CarolWaswa,Oga must have arranged with hanna,1,2025-05-06T11:47:59Z,995.0,Oga must have arranged with hanna,neutral or positive,0.2707961797714233
1325,@abigaelmaraka791,😂😂😂😂😂😂God,0,2025-05-06T11:47:36Z,996.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy God,offensive language,0.3271290361881256
1326,@SophieHammond237,Unanyakua bwana alafu unukuwa bitter you're not a good friend Hannah...,0,2025-05-06T11:47:28Z,997.0,Unanyakua bwana alafu unukuwa bitter you're not a good friend Hannah...,offensive language,0.5138762593269348
1327,@EstherKariuki-i6c,So boring…,0,2025-05-06T11:47:10Z,998.0,So boring…,offensive language,0.3589031994342804
1328,@ashaline..u8x,Lakini sabrina acheni kuchukiya hannah bure walai hannah ana shida na nyinyi walai,1,2025-05-06T11:46:12Z,999.0,Lakini sabrina acheni kuchukiya hannah bure walai hannah ana shida na nyinyi walai,neutral or positive,0.272733598947525
1329,@NyevuAli,The other girl is still in love with the guy that's the problem,0,2025-05-06T11:46:10Z,1000.0,The other girl is still in love with the guy that's the problem,neutral or positive,0.2860131859779358
1330,@amoskemoni107,Obinna ameharibu interview 💔 poor.,2,2025-05-06T11:45:28Z,1001.0,Obinna ameharibu interview  broken_heart  poor.,offensive language,0.36972177028656
1331,@toofarG,Guys naomba mnifollow please 😢,0,2025-05-06T11:44:55Z,1002.0,Guys naomba mnifollow please  crying_face ,offensive language,0.2765931785106659
1332,@alicenalulwe84,Aaaa so mwenye amekaa c captain😂😂😂,1,2025-05-06T11:44:12Z,1003.0,Aaaa so mwenye amekaa c captain face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.2743915617465973
1333,@MaggieWambu-n1d,Hannaa Ako na kiburi,1,2025-05-06T11:43:41Z,1004.0,Hannaa Ako na kiburi,neutral or positive,0.6300972700119019
1334,@lemmyemmah2596,Ile design hizo lips zime lambwa jooooh ziko karibu kujiongelea😂😂😂,0,2025-05-06T11:43:38Z,1005.0,Ile design hizo lips zime lambwa jooooh ziko karibu kujiongelea face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5731145739555359
1335,@wambui2020,"Obinna your bigger than this tiktok bullshit..leta educative interviews 
Inabore btw",0,2025-05-06T11:43:12Z,1006.0,"Obinna your bigger than this tiktok bullshit..leta educative interviews 
Inabore btw",offensive language,0.5611149668693542
1336,@alicenalulwe84,Huyo culture c aongeee,0,2025-05-06T11:41:38Z,1007.0,Huyo culture c aongeee,neutral or positive,0.3442099094390869
1337,@Florencemuhia-x6k,I hate this woman hanna style up,0,2025-05-06T11:41:36Z,1008.0,I hate this woman hanna style up,hate speech,0.4219861030578613
1338,@Lasty-p7y,Am a medic and sab is right. You have to be given drugs even if the results is negative to prevent.,0,2025-05-06T11:41:27Z,1009.0,Am a medic and sab is right. You have to be given drugs even if the results is negative to prevent.,neutral or positive,0.6819798350334167
1339,@DianaSamson-k3d,Sina maoni 😂😅,1,2025-05-06T11:39:09Z,1010.0,Sina maoni  face_with_tears_of_joy  grinning_face_with_sweat ,neutral or positive,0.4025008678436279
1340,@GraceNanjala-s9s,Before nianze show Ebu nisome comments l know are sweet than show itself 😂,0,2025-05-06T11:38:52Z,1011.0,Before nianze show Ebu nisome comments l know are sweet than show itself  face_with_tears_of_joy ,neutral or positive,0.5660990476608276
1341,@EggleiNato-bp6ip,😂😂😂😂Deep down Obizze amejam na Hannah 🤑🤑🤑mbona kamebadilisha hossy ebu alete results za oasis,0,2025-05-06T11:38:11Z,1012.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy Deep down Obizze amejam na Hannah  money-mouth_face  money-mouth_face  money-mouth_face mbona kamebadilisha hossy ebu alete results za oasis,offensive language,0.563164234161377
1342,@FitJourneyToSuccess254,I really love @Hannabenta confident,4,2025-05-06T11:38:09Z,1013.0,I really love @Hannabenta confident,constructive criticism,0.3985600471496582
1343,@BoruMiyo,"Obinna show is more than this drama ya matiktok,kindly obinna do not  degrade the show",0,2025-05-06T11:37:57Z,1014.0,"Obinna show is more than this drama ya matiktok,kindly obinna do not  degrade the show",constructive criticism,0.3232426941394806
1344,@alicenalulwe84,The savrina girl mature,0,2025-05-06T11:37:55Z,1015.0,The savrina girl mature,offensive language,0.2576512694358825
1345,@emilymwendwa9553,Huyu babe anataka kulia kwani😂,0,2025-05-06T11:37:46Z,1016.0,Huyu babe anataka kulia kwani face_with_tears_of_joy ,irony,0.4617467522621155
1346,@puritymuchangi4369,That was so unproffesional,0,2025-05-06T11:37:31Z,1017.0,That was so unproffesional,offensive language,0.5912525057792664
1347,@DamarisEsther-w4z,This show is loosing value 😢,0,2025-05-06T11:37:31Z,1018.0,This show is loosing value  crying_face ,offensive language,0.5788684487342834
1348,@MRJAYOFFICIAL254,hii ndio inaitwaje sasa,0,2025-05-06T11:37:22Z,1019.0,hii ndio inaitwaje sasa,neutral or positive,0.3461951315402984
1349,@MontegoBakari,Ziiet😂😂😂,0,2025-05-06T11:37:11Z,1020.0,Ziiet face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4079506695270538
1350,@NandDaniel,obbi you could have not done that the issues is the ladies seem to have law thinking capacity you are just annoying culture na tulikua tunafurahia interview yake,0,2025-05-06T11:36:18Z,1021.0,obbi you could have not done that the issues is the ladies seem to have law thinking capacity you are just annoying culture na tulikua tunafurahia interview yake,offensive language,0.6351003646850586
1351,@elizabethkyalo8222,"why should Sabrina insist for Hannah to come, something is not right here, watoto wetu mchunge sana msije mkawa mnataka kusabaziana magojwa, desperation in girls for money is real.",5,2025-05-06T11:35:36Z,1022.0,"why should Sabrina insist for Hannah to come, something is not right here, watoto wetu mchunge sana msije mkawa mnataka kusabaziana magojwa, desperation in girls for money is real.",offensive language,0.3790635764598846
1352,@faithkarendi55,"Mbilikimo aliyekosa mafanikio... nonsense   hannah  mature up sabrina is young ,beautiful  and mature ❤",0,2025-05-06T11:35:21Z,1023.0,"Mbilikimo aliyekosa mafanikio... nonsense   hannah  mature up sabrina is young ,beautiful  and mature  red_heart ",offensive language,0.4444915056228637
1353,@alicenalulwe84,Hannah tawe tawe tawe,0,2025-05-06T11:34:24Z,1024.0,Hannah tawe tawe tawe,irony,0.3227407038211822
